"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","PelagicSpecialist"
"Pooecetes gramineus","bird","Passeriformes","Passerellidae",54,"tmax",-0.16158396641027,-0.16301270176817,0.0196078431372549,0
"Poospiza hispaniolensis","bird","Passeriformes","Thraupidae",6,"tmax",0.00396935713196533,0.00396937797895613,0.333333333333333,0
"Porzana carolina","bird","Gruiformes","Rallidae",45,"tmax",-0.341938060974865,-0.356285551524083,0.0238095238095238,0
"Premnoplex brunnescens","bird","Passeriformes","Furnariidae",10,"tmax",-0.349107733198624,-0.364427287407806,0.142857142857143,0
"Prinia flavicans","bird","Passeriformes","Cisticolidae",6,"tmax",-0.49519453276469,-0.542919228972028,0.333333333333333,0
"Prinia gracilis","bird","Passeriformes","Cisticolidae",5,"tmax",0.064999568463902,0.0650913410603576,0.5,0
"Prinia subflava","bird","Passeriformes","Cisticolidae",14,"tmax",0.00242088039767353,0.00242088512701064,0.0909090909090909,0
"Prionochilus olivaceus","bird","Passeriformes","Dicaeidae",6,"tmax",-0.0493453156535373,-0.0493854255623283,0.333333333333333,0
"Prionops retzii","bird","Passeriformes","Vangidae",5,"tmax",0.0765848301128055,0.0767350886220462,0.5,0
"Progne chalybea","bird","Passeriformes","Hirundinidae",5,"tmax",-0.372753339268656,-0.391616938563931,0.5,0
"Progne subis","bird","Passeriformes","Hirundinidae",16,"tmax",-0.179516702663423,-0.181483252956746,0.0769230769230769,0
"Protonotaria citrea","bird","Passeriformes","Parulidae",8,"tmax",0.0293335486258645,0.0293419663919845,0.2,0
"Prunella fulvescens","bird","Passeriformes","Prunellidae",5,"tmax",-0.285548360189067,-0.293712667314465,0.5,0
"Prunella modularis","bird","Passeriformes","Prunellidae",10,"tmax",0.188463725575299,0.190743839367605,0.142857142857143,0
"Psaltriparus minimus","bird","Passeriformes","Aegithalidae",25,"tmax",0.103344921169725,0.103715210805968,0.0454545454545455,0
"Psarocolius angustifrons","bird","Passeriformes","Icteridae",6,"tmax",-0.0762545447063143,-0.0764028630254034,0.333333333333333,0
"Psarocolius decumanus","bird","Passeriformes","Icteridae",8,"tmax",-0.136088863756919,-0.136938454707921,0.2,0
"Pseudocolaptes boissonneautii","bird","Passeriformes","Furnariidae",17,"tmax",-0.275235707014409,-0.282519909941235,0.0714285714285714,0
"Pseudotriccus ruficeps","bird","Passeriformes","Tyrannidae",6,"tmax",0.834256429997067,1.20197631406932,0.333333333333333,0
"Psophodes olivaceus","bird","Passeriformes","Psophodidae",6,"tmax",0.837415021127486,1.21245708551181,0.333333333333333,0
"Pterophanes cyanopterus","bird","Apodiformes","Trochilidae",10,"tmax",0.0990689213355998,0.0993949523970741,0.142857142857143,0
"Ptilinopus rivoli","bird","Columbiformes","Columbidae",6,"tmax",-0.577081777250701,-0.658076304155449,0.333333333333333,0
"Ptilonorhynchus violaceus","bird","Passeriformes","Ptilonorhynchidae",5,"tmax",0.3,0.309519604203112,0.5,0
"Ptiloprora guisei","bird","Passeriformes","Meliphagidae",9,"tmax",-0.115349904938897,-0.115865628368884,0.166666666666667,0
"Ptilorrhoa caerulescens","bird","Passeriformes","Cinclosomatidae",8,"tmax",-0.754333395555801,-0.982934440956202,0.2,0
"Ptyonoprogne fuligula","bird","Passeriformes","Hirundinidae",6,"tmax",0.277746029931766,0.285238027214359,0.333333333333333,NA
"Pycnonotus barbatus","bird","Passeriformes","Pycnonotidae",32,"tmax",0.432996476736772,0.463578725793085,0.0344827586206897,0
"Pycnonotus importunus","bird","Passeriformes","Pycnonotidae",13,"tmax",0.0714560250177099,0.0715780162515081,0.1,NA
"Pycnonotus jocosus","bird","Passeriformes","Pycnonotidae",5,"tmax",-0.4,-0.423648930193602,0.5,0
"Pycnonotus nigricans","bird","Passeriformes","Pycnonotidae",8,"tmax",-0.404112710472198,-0.428554660913383,0.2,0
"Pycnonotus plumosus","bird","Passeriformes","Pycnonotidae",5,"tmax",-0.563938487696002,-0.638589636775192,0.5,0
"Pycnonotus urostictus","bird","Passeriformes","Pycnonotidae",9,"tmax",0.0972629815539724,0.0975714397221503,0.166666666666667,0
"Pycnonotus virens","bird","Passeriformes","Pycnonotidae",7,"tmax",-0.143167513286327,-0.1441578870577,0.25,NA
"Pygochelidon cyanoleuca","bird","Passeriformes","Hirundinidae",5,"tmax",0.793995178156022,1.08215038966423,0.5,0
"Pyrenestes ostrinus","bird","Passeriformes","Estrildidae",6,"tmax",0.437780613705466,0.469481911181213,0.333333333333333,0
"Pyriglena leuconota","bird","Passeriformes","Thamnophilidae",6,"tmax",0.4234766428271,0.451920821973496,0.333333333333333,0
"Pyriglena leucoptera","bird","Passeriformes","Thamnophilidae",6,"tmax",-0.429049280488552,-0.458730881492056,0.333333333333333,0
"Pyrocephalus rubinus","bird","Passeriformes","Tyrannidae",33,"tmax",-0.396487189357644,-0.41947397219678,0.0333333333333333,0
"Pyrrhomyias cinnamomeus","bird","Passeriformes","Tyrannidae",13,"tmax",0.273681396538383,0.280838978671983,0.1,0
"Pyrrhula pyrrhula","bird","Passeriformes","Fringillidae",6,"tmax",0.362213233573893,0.379431014018158,0.333333333333333,0
"Pyrrhura frontalis","bird","Psittaciformes","Psittacidae",10,"tmax",-0.837007451913531,-1.21109432963655,0.142857142857143,0
"Pytilia melba","bird","Passeriformes","Estrildidae",6,"tmax",0.072504172639493,0.0726316228493875,0.333333333333333,0
"Pytilia phoenicoptera","bird","Passeriformes","Estrildidae",5,"tmax",-0.639550186636637,-0.757412236846961,0.5,0
"Quelea erythrops","bird","Passeriformes","Ploceidae",10,"tmax",-0.0149731677980392,-0.0149742869221324,0.142857142857143,0
"Quelea quelea","bird","Passeriformes","Ploceidae",13,"tmax",0.637757205305906,0.754384168268973,0.1,0
"Querula purpurata","bird","Passeriformes","Cotingidae",7,"tmax",0.640563740178557,0.75912917331334,0.25,0
"Quiscalus lugubris","bird","Passeriformes","Icteridae",6,"tmax",-0.183722575453557,-0.185832599235492,0.333333333333333,0
"Quiscalus major","bird","Passeriformes","Icteridae",7,"tmax",-0.0811067014579953,-0.0812852547263481,0.25,0
"Quiscalus mexicanus","bird","Passeriformes","Icteridae",29,"tmax",-0.372105655926455,-0.390864951810366,0.0384615384615385,0
"Quiscalus quiscula","bird","Passeriformes","Icteridae",67,"tmax",-0.482693696086339,-0.526490307124835,0.015625,0
"Rallus limicola","bird","Gruiformes","Rallidae",42,"tmax",-0.0897977611139883,-0.0900403011964321,0.0256410256410256,0
"Rallus longirostris","bird","Gruiformes","Rallidae",8,"tmax",0.117408612092982,0.117952602554001,0.2,0
"Ramphastos tucanus","bird","Piciformes","Ramphastidae",7,"tmax",-0.741601397510338,-0.954028474388466,0.25,0
"Ramphastos vitellinus","bird","Piciformes","Ramphastidae",5,"tmax",-0.6,-0.693147180559945,0.5,0
"Ramphocaenus melanurus","bird","Passeriformes","Polioptilidae",10,"tmax",-5.60034326911859e-05,-5.60034327496678e-05,0.142857142857143,0
"Ramphocelus carbo","bird","Passeriformes","Thraupidae",16,"tmax",0.027859350741888,0.0278665617175263,0.0769230769230769,0
"Recurvirostra americana","bird","Charadriiformes","Recurvirostridae",21,"tmax",0.08474364947857,0.0849473898780891,0.0555555555555556,0
"Regulus calendula","bird","Passeriformes","Regulidae",82,"tmax",-0.200471713201912,-0.20322397030553,0.0126582278481013,0
"Regulus regulus","bird","Passeriformes","Regulidae",5,"tmax",0.822878984079095,1.16566959245596,0.5,0
"Regulus satrapa","bird","Passeriformes","Regulidae",60,"tmax",-0.0383467185809711,-0.0383655310920262,0.0175438596491228,0
"Rhagologus leucostigma","bird","Passeriformes","Corvidae",11,"tmax",-0.280985260170189,-0.288751468679163,0.125,0
"Rhegmatorhina melanosticta","bird","Passeriformes","Thamnophilidae",5,"tmax",-0.827901824764625,-1.18142947198883,0.5,0
"Rhinopomastus cyanomelas","bird","Bucerotiformes","Phoeniculidae",11,"tmax",-0.286654718878247,-0.294917659729054,0.125,0
"Rhipidura albicollis","bird","Passeriformes","Rhipiduridae",9,"tmax",0.436083233229773,0.467384022914299,0.166666666666667,0
"Rhipidura albolimbata","bird","Passeriformes","Rhipiduridae",14,"tmax",-0.733779138666267,-0.936866254091132,0.0909090909090909,0
"Rhipidura atra","bird","Passeriformes","Rhipiduridae",14,"tmax",0.077284770038601,0.0774391961640876,0.0909090909090909,0
"Rhipidura brachyrhyncha","bird","Passeriformes","Rhipiduridae",7,"tmax",0.55226498173891,0.621634420749192,0.25,0
"Rhipidura cyaniceps","bird","Passeriformes","Rhipiduridae",9,"tmax",0.00271720676429544,0.00271721345156349,0.166666666666667,0
"Rhipidura fuliginosa","bird","Passeriformes","Rhipiduridae",14,"tmax",0.20217059494448,0.20499461723254,0.0909090909090909,0
"Rhipidura leucophrys","bird","Passeriformes","Rhipiduridae",6,"tmax",-0.0481315787363369,-0.0481687984742789,0.333333333333333,0
"Rhipidura leucothorax","bird","Passeriformes","Rhipiduridae",6,"tmax",0.45240400405793,0.48771880750865,0.333333333333333,0
"Rhipidura rufidorsa","bird","Passeriformes","Rhipiduridae",5,"tmax",-0.367331767681472,-0.385335169868836,0.5,0
"Rhipidura rufifrons","bird","Passeriformes","Rhipiduridae",14,"tmax",0.281338414085468,0.289134936488907,0.0909090909090909,0
"Rhipidura rufiventris","bird","Passeriformes","Rhipiduridae",11,"tmax",0.292102741742375,0.300863617472594,0.125,0
"Rhipidura spilodera","bird","Passeriformes","Rhipiduridae",6,"tmax",-0.503962431842656,-0.554603429630225,0.333333333333333,NA
"Rhipidura threnothorax","bird","Passeriformes","Rhipiduridae",6,"tmax",-0.699383161947092,-0.866092063861411,0.333333333333333,0
"Rhopospina fruticeti","bird","Passeriformes","Thraupidae",12,"tmax",-0.0867391168952081,-0.08695763647988,0.111111111111111,NA
"Rhyacornis fuliginosus","bird","Passeriformes","Muscicapidae",5,"tmax",0.00364169873515712,0.00364171483398462,0.5,NA
"Rhynchocyclus brevirostris","bird","Passeriformes","Tyrannidae",5,"tmax",-0.661167824855378,-0.794885608362565,0.5,0
"Rhynchocyclus olivaceus","bird","Passeriformes","Tyrannidae",6,"tmax",-0.360159650651326,-0.377069335466523,0.333333333333333,0
"Rhynchotus rufescens","bird","Tinamiformes","Tinamidae",7,"tmax",-0.624601169684585,-0.73251431114375,0.25,0
"Rhytipterna simplex","bird","Passeriformes","Tyrannidae",7,"tmax",0.150554048941277,0.151707286176913,0.25,0
"Riparia riparia","bird","Passeriformes","Hirundinidae",27,"tmax",-0.0522881853325557,-0.0523359165700249,0.0416666666666667,0
"Rostrhamus sociabilis","bird","Accipitriformes","Accipitridae",7,"tmax",-0.428571428571428,-0.458145365937077,0.25,0
"Sakesphorus canadensis","bird","Passeriformes","Thamnophilidae",7,"tmax",-0.922938084026031,-1.6085001725912,0.25,0
"Salpinctes obsoletus","bird","Passeriformes","Troglodytidae",25,"tmax",0.0124905780856246,0.0124912277170388,0.0454545454545455,0
"Saltator atriceps","bird","Passeriformes","Thraupidae",7,"tmax",-0.54778662010292,-0.615213527240827,0.25,0
"Saltator aurantiirostris","bird","Passeriformes","Thraupidae",15,"tmax",-0.15566110465798,-0.156936947711741,0.0833333333333333,0
"Saltator coerulescens","bird","Passeriformes","Thraupidae",11,"tmax",-0.690998764455735,-0.849864671412246,0.125,0
"Saltator maximus","bird","Passeriformes","Thraupidae",14,"tmax",0.0994106190487712,0.0997400488067666,0.0909090909090909,0
"Saltator similis","bird","Passeriformes","Thraupidae",5,"tmax",-0.4,-0.423648930193602,0.5,0
"Sasia ochracea","bird","Piciformes","Picidae",5,"tmax",0.16866294088259,0.170290134742619,0.5,0
"Satrapa icterophrys","bird","Passeriformes","Tyrannidae",5,"tmax",0.34581370873882,0.360680968547902,0.5,0
"Saxicola ferrea","bird","Passeriformes","Muscicapidae",6,"tmax",-0.428571428571429,-0.458145365937078,0.333333333333333,NA
"Saxicola torquatus","bird","Passeriformes","Muscicapidae",9,"tmax",0.793521222772874,1.08086924833078,0.166666666666667,0
"Sayornis nigricans","bird","Passeriformes","Tyrannidae",14,"tmax",-0.0282611533061937,-0.0282686809069591,0.0909090909090909,0
"Sayornis phoebe","bird","Passeriformes","Tyrannidae",27,"tmax",0.182973844941727,0.18505782337856,0.0416666666666667,0
"Sayornis saya","bird","Passeriformes","Tyrannidae",17,"tmax",-0.140036164865505,-0.140962464128724,0.0714285714285714,0
"Scelorchilus rubecula","bird","Passeriformes","Rhinocryptidae",5,"tmax",0.206183753997109,0.209182362961708,0.5,0
"Scenopoeetes dentirostris","bird","Passeriformes","Ptilonorhynchidae",7,"tmax",0.0506653270256441,0.0507087461341621,0.25,0
"Schiffornis turdina","bird","Passeriformes","Tityridae",13,"tmax",-0.342640782685302,-0.357081531985985,0.1,0
"Schiffornis virescens","bird","Passeriformes","Tityridae",6,"tmax",0.652884808080597,0.780310359383491,0.333333333333333,0
"Schistes geoffroyi","bird","Apodiformes","Trochilidae",6,"tmax",0.211856237427678,0.215114015289856,0.333333333333333,0
"Schistochlamys melanopis","bird","Passeriformes","Thraupidae",6,"tmax",-0.857786617973172,-1.28490622387391,0.333333333333333,0
"Schistocichla leucostigma","bird","Passeriformes","Thamnophilidae",6,"tmax",-0.286484177378299,-0.2947318599718,0.333333333333333,0
"Schoeniophylax phryganophilus","bird","Passeriformes","Furnariidae",6,"tmax",0.133985550189468,0.134796073876249,0.333333333333333,0
"Sclerurus mexicanus","bird","Passeriformes","Furnariidae",9,"tmax",-0.668693940763282,-0.808376964810429,0.166666666666667,0
"Sclerurus rufigularis","bird","Passeriformes","Furnariidae",6,"tmax",-0.0857142857142857,-0.0859251284633295,0.333333333333333,0
"Scolopax minor","bird","Charadriiformes","Scolopacidae",43,"tmax",-0.0803083895614517,-0.0804817087220522,0.025,0
"Scytalopus parvirostris","bird","Passeriformes","Rhinocryptidae",6,"tmax",0.0829154492162753,0.0831062506791199,0.333333333333333,0
"Scytalopus simonsi","bird","Passeriformes","Rhinocryptidae",7,"tmax",0.382387124996678,0.402852619583104,0.25,0
"Seicercus burkii","bird","Passeriformes","Phylloscopidae",8,"tmax",-0.222336243641672,-0.226112509679306,0.2,0
"Seicercus castaniceps","bird","Passeriformes","Phylloscopidae",5,"tmax",0.472107657691705,0.512779033930115,0.5,0
"Seicercus omeiensis","bird","Passeriformes","Phylloscopidae",6,"tmax",-0.125287258110899,-0.12594904255728,0.333333333333333,0
"Seiurus aurocapilla","bird","Passeriformes","Parulidae",98,"tmax",-0.247597733334362,-0.252852028954131,0.0105263157894737,0
"Seiurus motacilla","bird","Passeriformes","Parulidae",6,"tmax",-0.428571428571429,-0.458145365937078,0.333333333333333,0
"Selasphorus platycercus","bird","Apodiformes","Trochilidae",24,"tmax",0.190578901712157,0.192937820581943,0.0476190476190476,0
"Selasphorus rufus","bird","Apodiformes","Trochilidae",22,"tmax",0.199694132887911,0.202413962769584,0.0526315789473684,0
"Selasphorus sasin","bird","Apodiformes","Trochilidae",17,"tmax",0.117551952331178,0.118097948805717,0.0714285714285714,0
"Selenidera reinwardtii","bird","Piciformes","Ramphastidae",5,"tmax",-0.311720225907133,-0.322449650325355,0.5,0
"Sericornis arfakianus","bird","Passeriformes","Acanthizidae",6,"tmax",-0.211436686168751,-0.214674789232532,0.333333333333333,0
"Sericornis citreogularis","bird","Passeriformes","Acanthizidae",10,"tmax",0.0451579423472825,0.0451886759170528,0.142857142857143,0
"Sericornis frontalis","bird","Passeriformes","Acanthizidae",8,"tmax",0.0592717436371834,0.0593413002832692,0.2,0
"Sericornis keri","bird","Passeriformes","Acanthizidae",9,"tmax",0.258748583542105,0.264766728764164,0.166666666666667,0
"Sericornis magnirostris","bird","Passeriformes","Acanthizidae",20,"tmax",0.169613362416407,0.171268546482322,0.0588235294117647,NA
"Sericornis nouhuysi","bird","Passeriformes","Acanthizidae",14,"tmax",-0.140537614753197,-0.141473980888288,0.0909090909090909,0
"Sericornis perspicillatus","bird","Passeriformes","Acanthizidae",12,"tmax",0.0628001046457057,0.0628828586860553,0.111111111111111,0
"Sericornis spilodera","bird","Passeriformes","Acanthizidae",6,"tmax",-0.817294902311284,-1.14861549601795,0.333333333333333,0
"Serinus mozambicus","bird","Passeriformes","Fringillidae",7,"tmax",-0.47097309163453,-0.511320065413756,0.25,0
"Serpophaga subcristata","bird","Passeriformes","Tyrannidae",7,"tmax",0.0959982771911611,0.0962948147242501,0.25,0
"Setophaga americana","bird","Passeriformes","Parulidae",21,"tmax",0.252907407159635,0.258516462431184,0.0555555555555556,NA
"Setophaga caerulescens","bird","Passeriformes","Parulidae",32,"tmax",-0.240819508492386,-0.245643891701116,0.0344827586206897,NA
"Setophaga castanea","bird","Passeriformes","Parulidae",26,"tmax",-0.19363220381184,-0.196108124126881,0.0434782608695652,NA
"Setophaga cerulea","bird","Passeriformes","Parulidae",8,"tmax",-0.00191779755426853,-0.00191779990545996,0.2,NA
"Setophaga coronata","bird","Passeriformes","Parulidae",168,"tmax",-0.114935290626264,-0.115445443312985,0.00606060606060606,NA
"Setophaga discolor","bird","Passeriformes","Parulidae",10,"tmax",-0.156418312262539,-0.157713052253629,0.142857142857143,NA
"Setophaga fusca","bird","Passeriformes","Parulidae",13,"tmax",-0.147446328741189,-0.148529001918866,0.1,NA
"Setophaga magnolia","bird","Passeriformes","Parulidae",52,"tmax",0.107669106525681,0.108088080891615,0.0204081632653061,NA
"Setophaga nigrescens","bird","Passeriformes","Parulidae",14,"tmax",0.411289546468754,0.43716233225904,0.0909090909090909,NA
"Setophaga palmarum","bird","Passeriformes","Parulidae",21,"tmax",-0.0692969875113319,-0.0694082312601782,0.0555555555555556,NA
"Setophaga pensylvanica","bird","Passeriformes","Parulidae",39,"tmax",0.245224027151466,0.250324876842395,0.0277777777777778,NA
"Setophaga petechia","bird","Passeriformes","Parulidae",123,"tmax",0.297407753069609,0.306673405834443,0.00833333333333333,NA
"Setophaga pinus","bird","Passeriformes","Parulidae",22,"tmax",0.197146121753394,0.199761521917733,0.0526315789473684,NA
"Setophaga ruticilla","bird","Passeriformes","Parulidae",33,"tmax",0.54111584135769,0.605732102409871,0.0333333333333333,0
"Setophaga striata","bird","Passeriformes","Parulidae",31,"tmax",-0.023153382439918,-0.0231575211194776,0.0357142857142857,NA
"Setophaga tigrina","bird","Passeriformes","Parulidae",20,"tmax",-0.120854768710169,-0.121448376105598,0.0588235294117647,NA
"Setophaga townsendi","bird","Passeriformes","Parulidae",25,"tmax",-0.290194832153445,-0.298778998867303,0.0454545454545455,NA
