"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","Species_ph","SPID"
"Artibeus jamaicensis","mammal","Chiroptera","Phyllostomidae",78,"prec",0.232962267835039,0.237319453071178,0.0133333333333333,"Artibeus_jamaicensis","SP31"
"Artibeus lituratus","mammal","Chiroptera","Phyllostomidae",77,"prec",0.0535462761898109,0.0535975404367348,0.0135135135135135,"Artibeus_lituratus","SP32"
"Artibeus obscurus","mammal","Chiroptera","Phyllostomidae",13,"prec",0.141133767387134,0.142082197327361,0.1,"Artibeus_obscurus","SP33"
"Artibeus phaeotis","mammal","Chiroptera","Phyllostomidae",16,"prec",-0.251935465103109,-0.257478377016872,0.0769230769230769,"Artibeus_phaeotis","SP34"
"Artibeus toltecus","mammal","Chiroptera","Phyllostomidae",14,"prec",-0.657203789320148,-0.787875432072035,0.0909090909090909,"Artibeus_toltecus","SP35"
"Artibeus watsoni","mammal","Chiroptera","Phyllostomidae",12,"prec",-0.600547922721181,-0.694003750021679,0.111111111111111,"Artibeus_watsoni","SP36"
"Arvicanthis niloticus","mammal","Rodentia","Muridae",6,"prec",-0.692198570694344,-0.852164513417238,0.333333333333333,"Arvicanthis_niloticus","SP37"
"Baiomys taylori","mammal","Rodentia","Cricetidae",27,"prec",-0.218349854842253,-0.221922694219854,0.0416666666666667,"Baiomys_taylori","SP38"
"Balantiopteryx plicata","mammal","Chiroptera","Emballonuridae",9,"prec",0.139585314148513,0.140502624906323,0.166666666666667,"Balantiopteryx_plicata","SP39"
"Bassariscus astutus","mammal","Carnivora","Procyonidae",23,"prec",0.311922994426674,0.322674258066866,0.05,"Bassariscus_astutus","SP40"
"Blarina brevicauda","mammal","Eulipotyphla","Soricidae",80,"prec",-0.576800435712695,-0.657654590594475,0.012987012987013,"Blarina_brevicauda","SP41"
"Blarina carolinensis","mammal","Eulipotyphla","Soricidae",5,"prec",-0.511606716639827,-0.564903712527442,0.5,"Blarina_carolinensis","SP42"
"Blarina hylophaga","mammal","Eulipotyphla","Soricidae",24,"prec",0.246304455930382,0.251474758697771,0.0476190476190476,"Blarina_hylophaga","SP43"
"Brachyphylla cavernarum","mammal","Chiroptera","Phyllostomidae",25,"prec",-0.326978608036278,-0.339441399269269,0.0454545454545455,"Brachyphylla_cavernarum","SP44"
"Calomys callosus","mammal","Rodentia","Cricetidae",7,"prec",-0.380403588243473,-0.400531436671623,0.25,"Calomys_callosus","SP45"
"Canis latrans","mammal","Carnivora","Canidae",54,"prec",0.300196567967964,0.309735626961319,0.0196078431372549,"Canis_latrans","SP46"
"Canis lupus","mammal","Carnivora","Canidae",99,"prec",-0.290307850131123,-0.298902414062037,0.0104166666666667,"Canis_lupus","SP47"
"Cardiocranius paradoxus","mammal","Rodentia","Dipodidae",7,"prec",-0.51882320857285,-0.574728178391084,0.25,"Cardiocranius_paradoxus","SP48"
"Carollia brevicauda","mammal","Chiroptera","Phyllostomidae",35,"prec",-0.115975292764674,-0.116499495994066,0.03125,"Carollia_brevicauda","SP49"
"Carollia castanea","mammal","Chiroptera","Phyllostomidae",14,"prec",0.195469821839606,0.198018033012475,0.0909090909090909,"Carollia_castanea","SP50"
"Carollia perspicillata","mammal","Chiroptera","Phyllostomidae",47,"prec",0.334901598940554,0.34833892911593,0.0227272727272727,"Carollia_perspicillata","SP51"
"Carollia subrufa","mammal","Chiroptera","Phyllostomidae",7,"prec",0.06755095945538,0.0676539896714757,0.25,"Carollia_subrufa","SP52"
"Castor canadensis","mammal","Rodentia","Castoridae",37,"prec",-0.0817570149853452,-0.0819399093890374,0.0294117647058824,"Castor_canadensis","SP53"
"Centurio senex","mammal","Chiroptera","Phyllostomidae",7,"prec",0.977542884557706,2.23900143773988,0.25,"Centurio_senex","SP54"
"Chaerephon pumilus","mammal","Chiroptera","Molossidae",15,"prec",0.795919539463536,1.0873790587638,0.0833333333333333,"Chaerephon_pumilus","SP55"
"Chaetodipus arenarius","mammal","Rodentia","Heteromyidae",19,"prec",-0.510805091784697,-0.563818482860842,0.0625,"Chaetodipus_arenarius","SP56"
"Chaetodipus baileyi","mammal","Rodentia","Heteromyidae",105,"prec",0.261459519902001,0.267674382145844,0.00980392156862745,"Chaetodipus_baileyi","SP57"
"Chaetodipus californicus","mammal","Rodentia","Heteromyidae",52,"prec",0.0267481763708082,0.0267545582380936,0.0204081632653061,"Chaetodipus_californicus","SP58"
"Chaetodipus dalquesti","mammal","Rodentia","Heteromyidae",6,"prec",-0.375287251900723,-0.394562978854888,0.333333333333333,"Chaetodipus_dalquesti","SP59"
"Chaetodipus eremicus","mammal","Rodentia","Heteromyidae",31,"prec",0.0477916385787481,0.0478280745406952,0.0357142857142857,"Chaetodipus_eremicus","SP60"
"Chaetodipus fallax","mammal","Rodentia","Heteromyidae",20,"prec",0.040479893065823,0.0405020252406313,0.0588235294117647,"Chaetodipus_fallax","SP61"
"Chaetodipus formosus","mammal","Rodentia","Heteromyidae",53,"prec",0.303555750852937,0.313431628430535,0.02,"Chaetodipus_formosus","SP62"
"Chaetodipus goldmani","mammal","Rodentia","Heteromyidae",13,"prec",0.347433013999549,0.362521397882605,0.1,"Chaetodipus_goldmani","SP63"
"Chaetodipus hispidus","mammal","Rodentia","Heteromyidae",42,"prec",-0.154517172673213,-0.155764822889068,0.0256410256410256,"Chaetodipus_hispidus","SP64"
"Chaetodipus intermedius","mammal","Rodentia","Heteromyidae",96,"prec",0.176276411617058,0.178137061045256,0.010752688172043,"Chaetodipus_intermedius","SP65"
"Chaetodipus nelsoni","mammal","Rodentia","Heteromyidae",39,"prec",0.0876572385857481,0.0878827926831309,0.0277777777777778,"Chaetodipus_nelsoni","SP66"
"Chaetodipus penicillatus","mammal","Rodentia","Heteromyidae",106,"prec",-0.155622883980655,-0.156897778174687,0.00970873786407767,"Chaetodipus_penicillatus","SP67"
"Chaetodipus pernix","mammal","Rodentia","Heteromyidae",7,"prec",0.215499859733852,0.218931963694163,0.25,"Chaetodipus_pernix","SP68"
"Chaetodipus rudinoris","mammal","Rodentia","Heteromyidae",16,"prec",-0.160654591348948,-0.162058557599705,0.0769230769230769,"Chaetodipus_rudinoris","SP69"
"Chaetodipus spinatus","mammal","Rodentia","Heteromyidae",34,"prec",0.338832338974369,0.352772834504386,0.032258064516129,"Chaetodipus_spinatus","SP70"
"Chalinolobus nigrogriseus","mammal","Chiroptera","Vespertilionidae",5,"prec",0.0345849206039584,0.0345987197092675,0.5,"Chalinolobus_nigrogriseus","SP71"
"Chiroderma salvini","mammal","Chiroptera","Phyllostomidae",6,"prec",0.717519000534888,0.902512398571878,0.333333333333333,"Chiroderma_salvini","SP72"
"Chiroderma trinitatum","mammal","Chiroptera","Phyllostomidae",8,"prec",-0.306785503266742,-0.316993057982138,0.2,"Chiroderma_trinitatum","SP73"
"Chiroderma villosum","mammal","Chiroptera","Phyllostomidae",17,"prec",0.589783812899517,0.67733450644851,0.0714285714285714,"Chiroderma_villosum","SP74"
"Choeronycteris mexicana","mammal","Chiroptera","Phyllostomidae",11,"prec",0.00935509686115728,0.00935536978810398,0.125,"Choeronycteris_mexicana","SP75"
"Chrotopterus auritus","mammal","Chiroptera","Phyllostomidae",7,"prec",-0.11378840294041,-0.114283356993677,0.25,"Chrotopterus_auritus","SP76"
"Condylura cristata","mammal","Soricomorpha","Talpidae",14,"prec",-0.213986204972129,-0.217345132534372,0.0909090909090909,"Condylura_cristata","SP77"
"Corynorhinus townsendii","mammal","Chiroptera","Vespertilionidae",34,"prec",0.376398077943563,0.395856529055832,0.032258064516129,"Corynorhinus_townsendii","SP78"
"Cratogeomys castanops","mammal","Rodentia","Geomyidae",116,"prec",0.227082226478672,0.231110893487418,0.00884955752212389,"Cratogeomys_castanops","SP79"
"Cratogeomys goldmani","mammal","Rodentia","Geomyidae",5,"prec",0.251740094591144,0.257269776592156,0.5,"Cratogeomys_goldmani","SP80"
"Cricetulus barabensis","mammal","Rodentia","Cricetidae",8,"prec",0.00390586921262537,0.00390588907521238,0.2,"Cricetulus_barabensis","SP81"
"Cricetulus longicaudatus","mammal","Rodentia","Cricetidae",20,"prec",0.167089303904242,0.168670862423337,0.0588235294117647,"Cricetulus_longicaudatus","SP82"
"Cricetulus migratorius","mammal","Rodentia","Cricetidae",17,"prec",0.272923355819464,0.280019745979764,0.0714285714285714,"Cricetulus_migratorius","SP83"
"Crocidura beatus","mammal","Soricomorpha","Soricidae",7,"prec",-0.337059316054385,-0.350771210558315,0.25,"Crocidura_beatus","SP84"
"Crocidura grayi","mammal","Soricomorpha","Soricidae",5,"prec",0.705117197061213,0.877405562702143,0.5,"Crocidura_grayi","SP85"
"Crocidura sibirica","mammal","Soricomorpha","Soricidae",8,"prec",0.554146088410274,0.624345094310756,0.2,"Crocidura_sibirica","SP86"
"Cryptotis goodwini","mammal","Eulipotyphla","Soricidae",5,"prec",0.201723344440617,0.204528351187987,0.5,"Cryptotis_goodwini","SP87"
"Cryptotis magna","mammal","Eulipotyphla","Soricidae",5,"prec",-0.561551251410184,-0.635096036020133,0.5,"Cryptotis_magna","SP88"
"Cryptotis parva","mammal","Eulipotyphla","Soricidae",35,"prec",0.0226274646155084,0.0226313275724978,0.03125,"Cryptotis_parva","SP89"
"Ctenomys opimus","mammal","Rodentia","Ctenomyidae",5,"prec",0.87962887055243,1.3741249557881,0.5,"Ctenomys_opimus","SP90"
"Cuniculus paca","mammal","Rodentia","Cuniculidae",5,"prec",0.841873721576589,1.22757235753172,0.5,"Cuniculus_paca","SP91"
"Cynomys gunnisoni","mammal","Rodentia","Sciuridae",12,"prec",0.693059825631696,0.85381993086481,0.111111111111111,"Cynomys_gunnisoni","SP92"
"Cynomys ludovicianus","mammal","Rodentia","Sciuridae",18,"prec",0.325538384395661,0.337829608817088,0.0666666666666667,"Cynomys_ludovicianus","SP93"
"Cynopterus brachyotis","mammal","Chiroptera","Pteropodidae",37,"prec",-0.140280389530422,-0.141211582562863,0.0294117647058824,"Cynopterus_brachyotis","SP94"
"Cynopterus sphinx","mammal","Chiroptera","Pteropodidae",7,"prec",0.518681716525405,0.574534591244662,0.25,"Cynopterus_sphinx","SP95"
"Dasypus novemcinctus","mammal","Cingulata","Dasypodidae",14,"prec",0.094867528324352,0.0951536728514675,0.0909090909090909,"Dasypus_novemcinctus","SP96"
"Delphinus capensis","mammal","Cetacea","Delphinidae",30,"prec",0.232494476310341,0.23682487389305,0.037037037037037,"Delphinus_capensis","SP97"
"Delphinus delphis","mammal","Cetacea","Delphinidae",20,"prec",-0.0133417012176152,-0.013342492914185,0.0588235294117647,"Delphinus_delphis","SP98"
"Desmodillus auricularis","mammal","Rodentia","Muridae",6,"prec",-0.392558874618285,-0.414821496569468,0.333333333333333,"Desmodillus_auricularis","SP99"
"Desmodus rotundus","mammal","Chiroptera","Phyllostomidae",47,"prec",-0.112518690853342,-0.112997176827475,0.0227272727272727,"Desmodus_rotundus","SP100"
"Dicrostonyx groenlandicus","mammal","Rodentia","Cricetidae",43,"prec",-0.0247745199040771,-0.0247795904470011,0.025,"Dicrostonyx_groenlandicus","SP101"
"Dicrostonyx torquatus","mammal","Rodentia","Cricetidae",15,"prec",-0.17891447160561,-0.180861037417916,0.0833333333333333,"Dicrostonyx_torquatus","SP102"
"Didelphis albiventris","mammal","Didelphimorphia","Didelphidae",5,"prec",0.3,0.309519604203112,0.5,"Didelphis_albiventris","SP103"
"Didelphis marsupialis","mammal","Didelphimorphia","Didelphidae",16,"prec",0.549481632999662,0.617638438591435,0.0769230769230769,"Didelphis_marsupialis","SP104"
"Didelphis virginiana","mammal","Didelphimorphia","Didelphidae",43,"prec",-0.0187214922269941,-0.0187236799456736,0.025,"Didelphis_virginiana","SP105"
"Dipodomys agilis","mammal","Rodentia","Heteromyidae",74,"prec",0.235714245108281,0.240231337023086,0.0140845070422535,"Dipodomys_agilis","SP106"
"Dipodomys californicus","mammal","Rodentia","Heteromyidae",14,"prec",-0.446319225080363,-0.480094420236765,0.0909090909090909,"Dipodomys_californicus","SP107"
"Dipodomys deserti","mammal","Rodentia","Heteromyidae",56,"prec",0.208313655022594,0.21140785434212,0.0188679245283019,"Dipodomys_deserti","SP108"
"Dipodomys heermanni","mammal","Rodentia","Heteromyidae",29,"prec",-0.292586786982016,-0.301392897924374,0.0384615384615385,"Dipodomys_heermanni","SP109"
"Dipodomys ingens","mammal","Rodentia","Heteromyidae",5,"prec",-0.650041344245893,-0.775370301305138,0.5,"Dipodomys_ingens","SP110"
"Dipodomys merriami","mammal","Rodentia","Heteromyidae",332,"prec",0.275028178632138,0.282295385607869,0.00303951367781155,"Dipodomys_merriami","SP111"
"Dipodomys microps","mammal","Rodentia","Heteromyidae",59,"prec",0.203988136819781,0.206890341727221,0.0178571428571429,"Dipodomys_microps","SP112"
"Dipodomys nelsoni","mammal","Rodentia","Heteromyidae",13,"prec",0.0176989260361971,0.017700774458181,0.1,"Dipodomys_nelsoni","SP113"
"Dipodomys nitratoides","mammal","Rodentia","Heteromyidae",7,"prec",0.710990158304471,0.889183390009756,0.25,"Dipodomys_nitratoides","SP114"
"Dipodomys ordii","mammal","Rodentia","Heteromyidae",166,"prec",-0.0649601520921066,-0.0650517575518536,0.00613496932515337,"Dipodomys_ordii","SP115"
"Dipodomys panamintinus","mammal","Rodentia","Heteromyidae",39,"prec",0.363252647444208,0.380627909853904,0.0277777777777778,"Dipodomys_panamintinus","SP116"
"Dipodomys simulans","mammal","Rodentia","Heteromyidae",10,"prec",0.689598489181013,0.84718977184887,0.142857142857143,"Dipodomys_simulans","SP117"
"Dipodomys spectabilis","mammal","Rodentia","Heteromyidae",46,"prec",-0.34713994753353,-0.362188137588794,0.0232558139534884,"Dipodomys_spectabilis","SP118"
"Dipodomys stephensi","mammal","Rodentia","Heteromyidae",8,"prec",0.00866246130736955,0.00866267798906368,0.2,"Dipodomys_stephensi","SP119"
"Dipodomys venustus","mammal","Rodentia","Heteromyidae",7,"prec",0.283181342803013,0.291137403821382,0.25,"Dipodomys_venustus","SP120"
"Dipus sagitta","mammal","Rodentia","Dipodidae",15,"prec",0.0029953639630546,0.00299537292144299,0.0833333333333333,"Dipus_sagitta","SP121"
"Dobsonia moluccensis","mammal","Chiroptera","Pteropodidae",9,"prec",-0.105333955353471,-0.1057261380808,0.166666666666667,"Dobsonia_moluccensis","SP122"
"Dolichotis salinicola","mammal","Rodentia","Caviidae",6,"prec",-0.0456930952601959,-0.0457249354023911,0.333333333333333,"Dolichotis_salinicola","SP123"
"Elephantulus edwardii","mammal","Macroscelidea","Macroscelididae",5,"prec",-0.25004219145077,-0.255457816603531,0.5,"Elephantulus_edwardii","SP124"
"Elephantulus intufi","mammal","Macroscelidea","Macroscelididae",8,"prec",0.291151073699096,0.299823490412175,0.2,"Elephantulus_intufi","SP125"
"Elephantulus rozeti","mammal","Macroscelidea","Macroscelididae",5,"prec",0.345969594346384,0.360858039054645,0.5,"Elephantulus_rozeti","SP126"
"Elephantulus rupestris","mammal","Macroscelidea","Macroscelididae",17,"prec",0.00673435110197698,0.00673445290902105,0.0714285714285714,"Elephantulus_rupestris","SP127"
"Eliomys quercinus","mammal","Rodentia","Myoxidae",13,"prec",0.152896239710708,0.154104667099708,0.1,"Eliomys_quercinus","SP128"
"Ellobius tancrei","mammal","Rodentia","Cricetidae",19,"prec",-0.463001613013425,-0.501125206401392,0.0625,"Ellobius_tancrei","SP129"
"Emballonura alecto","mammal","Chiroptera","Emballonuridae",8,"prec",-0.812736450224918,-1.13503792589388,0.2,"Emballonura_alecto","SP130"
"Enhydra lutris","mammal","Carnivora","Mustelidae",138,"prec",-0.121640739452922,-0.122246073860821,0.00740740740740741,"Enhydra_lutris","SP131"
"Eonycteris spelaea","mammal","Chiroptera","Pteropodidae",7,"prec",-0.633559882439693,-0.747340885691184,0.25,"Eonycteris_spelaea","SP132"
"Epomophorus wahlbergi","mammal","Chiroptera","Pteropodidae",9,"prec",0.68248162660484,0.833744727772711,0.166666666666667,"Epomophorus_wahlbergi","SP133"
"Eptesicus brasiliensis","mammal","Chiroptera","Vespertilionidae",8,"prec",0.779648254616493,1.04447295088812,0.2,"Eptesicus_brasiliensis","SP134"
"Eptesicus furinalis","mammal","Chiroptera","Vespertilionidae",17,"prec",0.189945663506306,0.192280798318225,0.0714285714285714,"Eptesicus_furinalis","SP135"
"Eptesicus fuscus","mammal","Chiroptera","Vespertilionidae",226,"prec",0.211861026142556,0.215119029042403,0.00448430493273543,"Eptesicus_fuscus","SP136"
"Eptesicus gobiensis","mammal","Chiroptera","Vespertilionidae",8,"prec",-0.667603181282051,-0.806406580707101,0.2,"Eptesicus_gobiensis","SP137"
"Erethizon dorsatum","mammal","Rodentia","Erethizontidae",34,"prec",0.148781303042969,0.1498939195995,0.032258064516129,"Erethizon_dorsatum","SP138"
"Eumetopias jubatus","mammal","Carnivora","Otariidae",8,"prec",0.213379887616998,0.216709805857739,0.2,"Eumetopias_jubatus","SP139"
"Eumops bonariensis","mammal","Chiroptera","Molossidae",20,"prec",0.417641845954025,0.444832227434711,0.0588235294117647,"Eumops_bonariensis","SP140"
"Eumops glaucinus","mammal","Chiroptera","Molossidae",7,"prec",0.592236938356469,0.681104455753739,0.25,"Eumops_glaucinus","SP141"
"Eumops perotis","mammal","Chiroptera","Molossidae",11,"prec",-0.0826703373454726,-0.0828594470513077,0.125,"Eumops_perotis","SP142"
"Geomys arenarius","mammal","Rodentia","Geomyidae",10,"prec",-0.23728738450463,-0.241897679786786,0.142857142857143,"Geomys_arenarius","SP143"
"Geomys bursarius","mammal","Rodentia","Geomyidae",149,"prec",0.436627939633799,0.468056837398351,0.00684931506849315,"Geomys_bursarius","SP144"
"Geomys knoxjonesi","mammal","Rodentia","Geomyidae",15,"prec",0.111655327646261,0.112122828692588,0.0833333333333333,"Geomys_knoxjonesi","SP145"
"Gerbillurus paeba","mammal","Rodentia","Muridae",7,"prec",-0.0204675399920657,-0.0204703987992709,0.25,"Gerbillurus_paeba","SP146"
"Gerbillurus setzeri","mammal","Rodentia","Muridae",9,"prec",-0.0333769795675665,-0.0333893820969983,0.166666666666667,"Gerbillurus_setzeri","SP147"
"Glaucomys sabrinus","mammal","Rodentia","Sciuridae",227,"prec",-0.187855881976684,-0.190113685716449,0.00446428571428571,"Glaucomys_sabrinus","SP148"
"Glaucomys volans","mammal","Rodentia","Sciuridae",19,"prec",-0.093504226919587,-0.0937781691609329,0.0625,"Glaucomys_volans","SP149"
"Glossophaga commissarisi","mammal","Chiroptera","Phyllostomidae",17,"prec",-0.527044789079866,-0.586044471850919,0.0714285714285714,"Glossophaga_commissarisi","SP150"
"Glossophaga leachii","mammal","Chiroptera","Phyllostomidae",7,"prec",-0.0425333340843097,-0.0425590107594357,0.25,"Glossophaga_leachii","SP151"
"Glossophaga longirostris","mammal","Chiroptera","Phyllostomidae",14,"prec",-0.122430454868071,-0.123047728105886,0.0909090909090909,"Glossophaga_longirostris","SP152"
"Glossophaga soricina","mammal","Chiroptera","Phyllostomidae",42,"prec",-0.395734439640698,-0.418581132482548,0.0256410256410256,"Glossophaga_soricina","SP153"
"Grampus griseus","mammal","Cetacea","Delphinidae",7,"prec",-0.5427482025832,-0.608043216968016,0.25,"Grampus_griseus","SP154"
"Gulo gulo","mammal","Carnivora","Mustelidae",17,"prec",0.188664227106278,0.190951732837167,0.0714285714285714,"Gulo_gulo","SP155"
"Habromys lophurus","mammal","Rodentia","Cricetidae",9,"prec",-0.316274534533984,-0.327502116110301,0.166666666666667,"Habromys_lophurus","SP156"
"Haplonycteris fischeri","mammal","Chiroptera","Pteropodidae",12,"prec",-0.269772263277877,-0.276618194758099,0.111111111111111,"Haplonycteris_fischeri","SP157"
"Harpyionycteris whiteheadi","mammal","Chiroptera","Pteropodidae",5,"prec",-0.0269539072721319,-0.0269604375747099,0.5,"Harpyionycteris_whiteheadi","SP158"
"Hemiechinus auritus","mammal","Erinaceomorpha","Erinaceidae",5,"prec",-0.40604773218758,-0.430869530901493,0.5,"Hemiechinus_auritus","SP159"
"Heteromys desmarestianus","mammal","Rodentia","Heteromyidae",34,"prec",0.35069142131316,0.36623191631076,0.032258064516129,"Heteromys_desmarestianus","SP160"
"Heteromys gaumeri","mammal","Rodentia","Heteromyidae",8,"prec",0.241069288794652,0.245909066517803,0.2,"Heteromys_gaumeri","SP161"
"Hipposideros ater","mammal","Chiroptera","Hipposideridae",8,"prec",0.304144007643764,0.314079720153373,0.2,"Hipposideros_ater","SP162"
"Hipposideros bicolor","mammal","Chiroptera","Hipposideridae",5,"prec",-0.714465050856915,-0.896245975913935,0.5,"Hipposideros_bicolor","SP163"
"Hipposideros caffer","mammal","Chiroptera","Hipposideridae",10,"prec",0.617464068876802,0.72089611285504,0.142857142857143,"Hipposideros_caffer","SP164"
"Hipposideros cervinus","mammal","Chiroptera","Hipposideridae",8,"prec",-0.62097270328615,-0.726586728342326,0.2,"Hipposideros_cervinus","SP165"
"Hipposideros diadema","mammal","Chiroptera","Hipposideridae",19,"prec",-0.263739700036737,-0.27012344767653,0.0625,"Hipposideros_diadema","SP166"
"Hipposideros larvatus","mammal","Chiroptera","Hipposideridae",5,"prec",-0.618238786880181,-0.722149175815103,0.5,"Hipposideros_larvatus","SP167"
"Hipposideros obscurus","mammal","Chiroptera","Hipposideridae",6,"prec",-0.0865014889312695,-0.0867182120952165,0.333333333333333,"Hipposideros_obscurus","SP168"
"Histriophoca fasciata","mammal","Carnivora","Phocidae",5,"prec",-0.241190955309433,-0.24603824388764,0.5,"Histriophoca_fasciata","SP169"
"Hydromys chrysogaster","mammal","Rodentia","Muridae",5,"prec",-0.556180821173093,-0.627286341189829,0.5,"Hydromys_chrysogaster","SP170"
"Hylonycteris underwoodi","mammal","Chiroptera","Phyllostomidae",5,"prec",-0.566985952911876,-0.643069554604168,0.5,"Hylonycteris_underwoodi","SP171"
"Irenomys tarsalis","mammal","Rodentia","Cricetidae",5,"prec",0.331944605808502,0.345012083734905,0.5,"Irenomys_tarsalis","SP172"
"Jaculus jaculus","mammal","Rodentia","Dipodidae",6,"prec",0.448772055052287,0.483161600623581,0.333333333333333,"Jaculus_jaculus","SP173"
"Kerivoula hardwickii","mammal","Chiroptera","Vespertilionidae",7,"prec",-0.503535546309899,-0.55403137868873,0.25,"Kerivoula_hardwickii","SP174"
"Lagenorhynchus obliquidens","mammal","Cetacea","Delphinidae",10,"prec",0.0104123281960126,0.0104127045101578,0.142857142857143,"Lagenorhynchus_obliquidens","SP175"
"Lasionycteris noctivagans","mammal","Chiroptera","Vespertilionidae",93,"prec",-0.106467688681562,-0.106872730553634,0.0111111111111111,"Lasionycteris_noctivagans","SP176"
"Lasiurus blossevillii","mammal","Chiroptera","Vespertilionidae",18,"prec",0.0785884945141697,0.0787508882030657,0.0666666666666667,"Lasiurus_blossevillii","SP177"
"Lasiurus borealis","mammal","Chiroptera","Vespertilionidae",33,"prec",-0.268124813652671,-0.274842287332328,0.0333333333333333,"Lasiurus_borealis","SP178"
"Lasiurus cinereus","mammal","Chiroptera","Vespertilionidae",70,"prec",0.0347992493890641,0.0348133067594603,0.0149253731343284,"Lasiurus_cinereus","SP179"
"Lasiurus ega","mammal","Chiroptera","Vespertilionidae",35,"prec",0.0576757376668299,0.057739818215497,0.03125,"Lasiurus_ega","SP180"
"Lemmiscus curtatus","mammal","Rodentia","Cricetidae",33,"prec",-0.163480560059507,-0.164960757335515,0.0333333333333333,"Lemmiscus_curtatus","SP181"
"Lemmus sibiricus","mammal","Rodentia","Cricetidae",16,"prec",-0.466266986180243,-0.505289622433544,0.0769230769230769,"Lemmus_sibiricus","SP182"
"Lemmus trimucronatus","mammal","Rodentia","Cricetidae",111,"prec",-0.248337499180748,-0.253640261649551,0.00925925925925926,"Lemmus_trimucronatus","SP183"
"Lemniscomys striatus","mammal","Rodentia","Muridae",8,"prec",0.436952172142274,0.468457513036887,0.2,"Lemniscomys_striatus","SP184"
"Leptonycteris yerbabuenae","mammal","Chiroptera","Phyllostomidae",13,"prec",-0.0937486335617721,-0.0940247371972191,0.1,"Leptonycteris_yerbabuenae","SP185"
"Lepus alleni","mammal","Lagomorpha","Leporidae",5,"prec",0.9999999,8.40562139102231,0.5,"Lepus_alleni","SP186"
"Lepus americanus","mammal","Lagomorpha","Leporidae",88,"prec",-0.476681460755586,-0.518681126288155,0.0117647058823529,"Lepus_americanus","SP187"
"Lepus arcticus","mammal","Lagomorpha","Leporidae",6,"prec",-0.130059005291042,-0.130799870119925,0.333333333333333,"Lepus_arcticus","SP188"
"Lepus californicus","mammal","Lagomorpha","Leporidae",30,"prec",0.237862008474387,0.24250667661581,0.037037037037037,"Lepus_californicus","SP189"
"Lepus othus","mammal","Lagomorpha","Leporidae",30,"prec",-0.460295515616869,-0.497686181779002,0.037037037037037,"Lepus_othus","SP190"
"Lepus tolai","mammal","Lagomorpha","Leporidae",5,"prec",-0.2,-0.202732554054082,0.5,"Lepus_tolai","SP191"
"Lepus townsendii","mammal","Lagomorpha","Leporidae",11,"prec",-0.218181818181818,-0.221746251848702,0.125,"Lepus_townsendii","SP192"
"Liomys adspersus","mammal","Rodentia","Heteromyidae",13,"prec",0.0279135150030306,0.0279207681324708,0.1,"Liomys_adspersus","SP193"
"Liomys irroratus","mammal","Rodentia","Heteromyidae",8,"prec",0.175785021650178,0.177629957545447,0.2,"Liomys_irroratus","SP194"
"Liomys pictus","mammal","Rodentia","Heteromyidae",16,"prec",-0.14238605375344,-0.143360165764831,0.0769230769230769,"Liomys_pictus","SP195"
"Liomys salvini","mammal","Rodentia","Heteromyidae",5,"prec",-0.00232318879134198,-0.00232319297093177,0.5,"Liomys_salvini","SP196"
"Lissodelphis borealis","mammal","Cetacea","Delphinidae",6,"prec",-0.828235976754506,-1.18249262843422,0.333333333333333,"Lissodelphis_borealis","SP197"
"Lonchophylla thomasi","mammal","Chiroptera","Phyllostomidae",8,"prec",-0.812658418412109,-1.13480809804317,0.2,"Lonchophylla_thomasi","SP198"
"Lontra canadensis","mammal","Carnivora","Mustelidae",63,"prec",-0.00553144060392458,-0.00553149701981907,0.0166666666666667,"Lontra_canadensis","SP199"
"Lophostoma silvicolum","mammal","Chiroptera","Phyllostomidae",12,"prec",0.384509583678321,0.405340944881931,0.111111111111111,"Lophostoma_silvicolum","SP200"
"Loxodontomys micropus","mammal","Rodentia","Cricetidae",12,"prec",-0.177227321483803,-0.17911863661615,0.111111111111111,"Loxodontomys_micropus","SP201"
"Lynx canadensis","mammal","Carnivora","Felidae",11,"prec",-0.0758780909395458,-0.0760242183840905,0.125,"Lynx_canadensis","SP202"
"Lynx rufus","mammal","Carnivora","Felidae",47,"prec",-0.03336242632899,-0.0333748126347852,0.0227272727272727,"Lynx_rufus","SP203"
"Macroglossus minimus","mammal","Chiroptera","Pteropodidae",24,"prec",0.340131540374273,0.354241270513034,0.0476190476190476,"Macroglossus_minimus","SP204"
"Macrotus californicus","mammal","Chiroptera","Phyllostomidae",10,"prec",-0.640077360266534,-0.758304785935576,0.142857142857143,"Macrotus_californicus","SP205"
"Macrotus waterhousii","mammal","Chiroptera","Phyllostomidae",5,"prec",0.4,0.423648930193602,0.5,"Macrotus_waterhousii","SP206"
"Marmosa mexicana","mammal","Didelphimorphia","Didelphidae",8,"prec",-0.399024903790277,-0.422488639611072,0.2,"Marmosa_mexicana","SP207"
"Marmosops noctivagus","mammal","Didelphimorphia","Didelphidae",5,"prec",0.513593235174685,0.567598245212134,0.5,"Marmosops_noctivagus","SP208"
"Marmota broweri","mammal","Rodentia","Sciuridae",13,"prec",-0.511357829863733,-0.564566643813586,0.1,"Marmota_broweri","SP209"
"Marmota caligata","mammal","Rodentia","Sciuridae",61,"prec",0.0746881912831459,0.0748275363262817,0.0172413793103448,"Marmota_caligata","SP210"
